"entrezgene_id","entrezgene_accession"
22904,"SBNO2"
374308,"PTCHD3"
3806,"KIR2DS1"
196385,"DNAH10"
3812,"KIR3DL2"
115653,"KIR3DL3"
3802,"KIR2DL1"
3802,"KIR2DL1"
3804,"KIR2DL3"
9437,"NCR1"
3812,"KIR3DL2"
3812,"KIR3DL2"
2204,"FCAR"
3813,"KIR3DS1"
100132285,"KIR2DS2"
3812,"KIR3DL2"
54221,"SNTG2"
3812,"KIR3DL2"
3804,"KIR2DL3"
3805,"KIR2DL4"
2204,"FCAR"
3811,"KIR3DL1"
100132285,"KIR2DS2"
100132285,"KIR2DS2"
3806,"KIR2DS1"
3803,"KIR2DL2"
115653,"KIR3DL3"
3811,"KIR3DL1"
115653,"KIR3DL3"
3808,"KIR2DS3"
57459,"GATAD2B"
80212,"CCDC92"
115653,"KIR3DL3"
3805,"KIR2DL4"
80264,"ZNF430"
7639,"ZNF85"
3804,"KIR2DL3"
11000,"SLC27A3"
3802,"KIR2DL1"
115653,"KIR3DL3"
100132285,"KIR2DS2"
9437,"NCR1"
3808,"KIR2DS3"
3809,"KIR2DS4"
115653,"KIR3DL3"
3803,"KIR2DL2"
3813,"KIR3DS1"
3813,"KIR3DS1"
3805,"KIR2DL4"
115653,"KIR3DL3"
3804,"KIR2DL3"
3810,"KIR2DS5"
3805,"KIR2DL4"
3809,"KIR2DS4"
3803,"KIR2DL2"
3805,"KIR2DL4"
9271,"PIWIL1"
3812,"KIR3DL2"
115653,"KIR3DL3"
3812,"KIR3DL2"
83899,"KRTAP9-2"
85280,"KRTAP9-4"
100507608,"KRTAP9-6"
3805,"KIR2DL4"
3803,"KIR2DL2"
100132285,"KIR2DS2"
170506,"DHX36"
115653,"KIR3DL3"
9231,"DLG5"
115653,"KIR3DL3"
3809,"KIR2DS4"
3802,"KIR2DL1"
3812,"KIR3DL2"
3812,"KIR3DL2"
3802,"KIR2DL1"
3809,"KIR2DS4"
115653,"KIR3DL3"
3812,"KIR3DL2"
26084,"ARHGEF26"
3802,"KIR2DL1"
3809,"KIR2DS4"
3809,"KIR2DS4"
3805,"KIR2DL4"
3804,"KIR2DL3"
115653,"KIR3DL3"
9437,"NCR1"
3812,"KIR3DL2"
115653,"KIR3DL3"
10841,"FTCD"
55256,"ADI1"
51112,"TRAPPC12"
83899,"KRTAP9-2"
85280,"KRTAP9-4"
83900,"KRTAP9-3"
100507608,"KRTAP9-6"
3811,"KIR3DL1"
115653,"KIR3DL3"
54221,"SNTG2"
3812,"KIR3DL2"
4047,"LSS"
3806,"KIR2DS1"
9437,"NCR1"
3802,"KIR2DL1"
5626,"PROP1"
254528,"MEIOB"
54474,"KRT20"
3809,"KIR2DS4"
9228,"DLGAP2"
388882,"FAM230I"
401442,"LOC401442"
3802,"KIR2DL1"
3785,"KCNQ2"
157697,"ERICH1"
3802,"KIR2DL1"
83896,"KRTAP3-1"
83897,"KRTAP3-2"
5626,"PROP1"
85294,"KRTAP2-4"
3804,"KIR2DL3"
3802,"KIR2DL1"
25984,"KRT23"
8647,"ABCB11"
84221,"SPATC1L"
51151,"SLC45A2"
51289,"RXFP3"
3804,"KIR2DL3"
81792,"ADAMTS12"
3808,"KIR2DS3"
3805,"KIR2DL4"
100132979,"GOLGA8DP"
57405,"SPC25"
3813,"KIR3DS1"
3804,"KIR2DL3"
200315,"APOBEC3A"
100913187,"APOBEC3A_B"
9710,"GARRE1"
114791,"TUBGCP5"
10801,"SEPTIN9"
3812,"KIR3DL2"
26065,"LSM14A"
3811,"KIR3DL1"
125115,"KRT40"
51232,"CRIM1"
100132979,"GOLGA8DP"
115677,"NOSTRIN"
81851,"KRTAP1-1"
653240,"KRTAP4-11"
23191,"CYFIP1"
81850,"KRTAP1-3"
3859,"KRT12"
9228,"DLGAP2"
83895,"KRTAP1-5"
390792,"KRT39"
26047,"CNTNAP2"
6218,"RPS17"
390535,"GOLGA8EP"
220134,"SKA1"
284207,"METRNL"
85293,"KRTAP3-3"
730755,"KRTAP2-3"
7594,"ZNF43"
83755,"KRTAP4-12"
115653,"KIR3DL3"
94104,"PAXBP1"
100996750,"LOC100996750"
163227,"ZNF100"
3806,"KIR2DS1"
3812,"KIR3DL2"
80333,"KCNIP4"
5596,"MAPK4"
64506,"CPEB1"
3805,"KIR2DL4"
6904,"TBCD"
115399,"LRRC56"
727764,"MAFIP"
6606,"SMN1"
6607,"SMN2"
114791,"TUBGCP5"
9150,"CTDP1"
26063,"DECR2"
3809,"KIR2DS4"
161,"AP2A2"
3811,"KIR3DL1"
6645,"SNTB2"
57661,"PHRF1"
84916,"UTP4"
58516,"SINHCAF"
2618,"GART"
29,"ABR"
84465,"MEGF11"
54943,"DNAJC28"
79799,"UGT2A3"
79857,"FLJ13224"
146712,"B3GNTL1"
3460,"IFNGR2"
7365,"UGT2B10"
5542,"PRB1"
653247,"PRB2"
9727,"RAB11FIP3"
2966,"GTF2H2"
728340,"GTF2H2C"
7366,"UGT2B15"
440023,"KRTAP5-6"
387264,"KRTAP5-1"
387267,"KRTAP5-4"
28983,"TMPRSS11E"
757,"TMEM50B"
4700,"NDUFA6"
1850,"DUSP8"
6942,"TCF20"
100132464,"FAM99B"
402778,"IFITM10"
387266,"KRTAP5-3"
440021,"KRTAP5-2"
91689,"SMDT1"
91746,"YTHDC1"
6650,"CAPN15"
3805,"KIR2DL4"
85409,"NKD2"
440295,"GOLGA6L9"
440021,"KRTAP5-2"
100132464,"FAM99B"
387266,"KRTAP5-3"
387267,"KRTAP5-4"
387264,"KRTAP5-1"
1850,"DUSP8"
10723,"SLC12A7"
256329,"LMNTD2"
29928,"TIMM22"
64359,"NXN"
4585,"MUC4"
647042,"GOLGA6L10"
647042,"GOLGA6L10"
6050,"RNH1"
200958,"MUC20"
55083,"KIF26B"
4585,"MUC4"
4585,"MUC4"
338322,"NLRP10"
3812,"KIR3DL2"
115653,"KIR3DL3"
8293,"SERF1A"
728492,"SERF1B"
91689,"SMDT1"
3806,"KIR2DS1"
100132285,"KIR2DS2"
4700,"NDUFA6"
3811,"KIR3DL1"
1565,"CYP2D6"
79143,"MBOAT7"
4671,"NAIP"
3804,"KIR2DL3"
4849,"CNOT3"
3802,"KIR2DL1"
1815,"DRD4"
10522,"DEAF1"
3812,"KIR3DL2"
1196,"CLK2"
112724,"RDH13"
3665,"IRF7"
622,"BDH1"
79042,"TSEN34"
200958,"MUC20"
388021,"TMEM179"
284415,"VSTM1"
26692,"OR2W1"
5987,"TRIM27"
51206,"GP6"
400258,"C14orf180"
64087,"MCCC2"
4585,"MUC4"
9437,"NCR1"
5313,"PKLR"
115653,"KIR3DL3"
115653,"KIR3DL3"
55655,"NLRP2"
23547,"LILRA4"
147798,"TMC4"
3265,"HRAS"
282890,"ZNF311"
55814,"BDP1"
5689,"PSMB1"
84498,"FAM120B"
51206,"GP6"
79165,"LENG1"
4849,"CNOT3"
284415,"VSTM1"
3903,"LAIR1"
3805,"KIR2DL4"
10067,"SCAMP3"
7940,"LST1"
9437,"NCR1"
200958,"MUC20"
57189,"DENND11"
79165,"LENG1"
8045,"RASSF7"
199713,"NLRP7"
6203,"RPS9"
4585,"MUC4"
2629,"GBA"
112724,"RDH13"
6203,"RPS9"
11027,"LILRA2"
6742,"SSBP1"
284415,"VSTM1"
199713,"NLRP7"
28514,"DLL1"
53841,"CDHR5"
126014,"OSCAR"
504189,"OR8U8"
219469,"OR8H1"
6606,"SMN1"
79143,"MBOAT7"
199713,"NLRP7"
79042,"TSEN34"
29844,"TFPT"
4277,"MICB"
4849,"CNOT3"
51206,"GP6"
503618,"DEFB104B"
29844,"TFPT"
55750,"AGK"
3803,"KIR2DL2"
8293,"SERF1A"
245908,"DEFB105A"
504180,"DEFB105B"
26121,"PRPF31"
100133251,"PRR23D2"
1673,"DEFB4A"
100289462,"DEFB4B"
10859,"LILRB1"
55894,"DEFB103B"
79143,"MBOAT7"
3805,"KIR2DL4"
4696,"NDUFA3"
57657,"HCN3"
3809,"KIR2DS4"
26121,"PRPF31"
55655,"NLRP2"
4696,"NDUFA3"
10107,"TRIM10"
3812,"KIR3DL2"
10407,"SPAG11B"
126014,"OSCAR"
6343,"SCT"
10712,"FAM189B"
81490,"PTDSS2"
284415,"VSTM1"
126014,"OSCAR"
80352,"RNF39"
55655,"NLRP2"
7124,"TNF"
343068,"PRAMEF5"
79165,"LENG1"
147798,"TMC4"
56975,"FAM20C"
4340,"MOG"
147798,"TMC4"
6203,"RPS9"
10950,"BTG3"
4696,"NDUFA3"
55655,"NLRP2"
3809,"KIR2DS4"
79143,"MBOAT7"
3812,"KIR3DL2"
440563,"HNRNPCL2"
29844,"TFPT"
352962,"HLA-V"
26121,"PRPF31"
4700,"NDUFA6"
4849,"CNOT3"
91689,"SMDT1"
259215,"LY6G6F"
1565,"CYP2D6"
170679,"PSORS1C1"
9437,"NCR1"
79042,"TSEN34"
26692,"OR2W1"
3122,"HLA-DRA"
6992,"PPP1R11"
79165,"LENG1"
56244,"BTNL2"
107987373,"LOC107987373"
4696,"NDUFA3"
9437,"NCR1"
9437,"NCR1"
408029,"CDRT15P3"
200958,"MUC20"
4050,"LTB"
112724,"RDH13"
147798,"TMC4"
4696,"NDUFA3"
112724,"RDH13"
5698,"PSMB9"
6942,"TCF20"
79042,"TSEN34"
90273,"CEACAM21"
6203,"RPS9"
3802,"KIR2DL1"
11026,"LILRA3"
79143,"MBOAT7"
91419,"ATP23"
2550,"GABBR1"
6203,"RPS9"
199713,"NLRP7"
1087,"CEACAM7"
199713,"NLRP7"
5799,"PTPRN2"
321,"APBA2"
10288,"LILRB2"
3135,"HLA-G"
126014,"OSCAR"
3813,"KIR3DS1"
79168,"LILRA6"
346171,"ZFP57"
51206,"GP6"
7262,"PHLDA2"
833,"CARS1"
200958,"MUC20"
3135,"HLA-G"
1519,"CTSO"
29844,"TFPT"
56975,"FAM20C"
26121,"PRPF31"
8924,"HERC2"
389690,"MROH5"
162540,"SPPL2C"
3810,"KIR2DS5"
2204,"FCAR"
6999,"TDO2"
80862,"ZNRD1ASP"
11156,"PTP4A3"
201266,"SLC39A11"
29844,"TFPT"
100132285,"KIR2DS2"
100288778,"WASH8P"
160728,"SLC5A8"
7473,"WNT3"
283768,"GOLGA8G"
8449,"DHX16"
2843,"GPR20"
9228,"DLGAP2"
2204,"FCAR"
121601,"ANO4"
201176,"ARHGAP27"
55937,"APOM"
256691,"MAMDC2"
3304,"HSPA1B"
3806,"KIR2DS1"
2550,"GABBR1"
3812,"KIR3DL2"
4948,"OCA2"
4671,"NAIP"
10288,"LILRB2"
9501,"RPH3AL"
3803,"KIR2DL2"
56160,"NSMCE3"
3802,"KIR2DL1"
100132565,"GOLGA8F"
282890,"ZNF311"
3809,"KIR2DS4"
170679,"PSORS1C1"
4583,"MUC2"
284415,"VSTM1"
89832,"CHRFAM7A"
320,"APBA1"
5176,"SERPINF1"
7484,"WNT9B"
5514,"PPP1R10"
8578,"SCARF1"
57348,"TTYH1"
3812,"KIR3DL2"
1394,"CRHR1"
104909134,"LINC02210-CRHR1"
10288,"LILRB2"
4905,"NSF"
5555,"PRH2"
9824,"ARHGAP11A"
6880,"TAF9"
161,"AP2A2"
259294,"TAS2R19"
50836,"TAS2R8"
50837,"TAS2R7"
8859,"STK19"
126014,"OSCAR"
50835,"TAS2R9"
56302,"TRPV5"
50838,"TAS2R13"
5884,"RAD17"
648691,"LL22NC03-63E9.3"
5554,"PRH1"
11272,"PRR4"
346171,"ZFP57"
79969,"ATAT1"
140883,"ZNF280B"
83787,"ARMC10"
4758,"NEU1"
3784,"KCNQ1"
4308,"TRPM1"
9842,"PLEKHM1"
129025,"ZNF280A"
79042,"TSEN34"
4676,"NAP1L4"
23532,"PRAME"
124997,"WDR81"
56658,"TRIM39"
51206,"GP6"
9172,"MYOM2"
199713,"NLRP7"
4137,"MAPT"
50839,"TAS2R10"
79897,"RPP21"
202658,"TRIM39-RPP21"
80741,"LY6G5C"
100132285,"KIR2DS2"
1394,"CRHR1"
104909134,"LINC02210-CRHR1"
135927,"LLCFC1"
29844,"TFPT"
10107,"TRIM10"
222236,"NAPEPLD"
4696,"NDUFA3"
207147,"PRSS59P"
112724,"RDH13"
3303,"HSPA1A"
10990,"LILRB5"
79143,"MBOAT7"
55503,"TRPV6"
3305,"HSPA1L"
63940,"GPSM3"
55655,"NLRP2"
653486,"SCGB1C2"
150248,"C22orf15"
3106,"HLA-B"
3881,"KRT31"
6257,"RXRB"
9501,"RPH3AL"
23523,"CABIN1"
26121,"PRPF31"
6598,"SMARCB1"
566,"AZU1"
124935,"SLC43A2"
7940,"LST1"
26692,"OR2W1"
57819,"LSM2"
8688,"KRT37"
5657,"PRTN3"
3885,"KRT34"
4849,"CNOT3"
83902,"KRTAP17-1"
5645,"PRSS2"
10859,"LILRB1"
3884,"KRT33B"
114821,"ZBED9"
115653,"KIR3DL3"
9560,"CCL4L2"
79948,"PLPPR3"
5644,"PRSS1"
26121,"PRPF31"
80863,"PRRT1"
100653049,"LOC100653049"
127124,"ATP6V1G3"
10025,"MED16"
1192,"CLIC1"
114823,"LENG8"
7082,"TJP1"
79165,"LENG1"
5788,"PTPRC"
23547,"LILRA4"
6203,"RPS9"
4282,"MIF"
9920,"KBTBD11"
28973,"MRPS18B"
8447,"DOC2B"
93432,"MGAM2"
3112,"HLA-DOB"
147798,"TMC4"
9639,"ARHGEF10"
9842,"PLEKHM1"
91319,"DERL3"
1991,"ELANE"
4849,"CNOT3"
3903,"LAIR1"
28973,"MRPS18B"
83547,"RILP"
1675,"CFD"
79897,"RPP21"
202658,"TRIM39-RPP21"
3125,"HLA-DRB3"
352962,"HLA-V"
84981,"MIR22HG"
201176,"ARHGAP27"
5698,"PSMB9"
66035,"SLC2A11"
2051,"EPHB6"
1028,"CDKN1C"
79165,"LENG1"
3903,"LAIR1"
6349,"CCL3L1"
414062,"CCL3L3"
5002,"SLC22A18"
414059,"TBC1D3B"
4277,"MICB"
10665,"TSBP1"
200958,"MUC20"
51326,"ARL17A"
10594,"PRPF8"
51206,"GP6"
6362,"CCL18"
79969,"ATAT1"
170680,"PSORS1C2"
27164,"SALL3"
9560,"CCL4L2"
388372,"CCL4L1"
56658,"TRIM39"
6941,"TCF19"
26585,"GREM1"
374868,"ATP9B"
1139,"CHRNA7"
1022,"CDK7"
259197,"NCR3"
22909,"FAN1"
56244,"BTNL2"
5003,"SLC22A18AS"
414059,"TBC1D3B"
101060321,"TBC1D3G"
4137,"MAPT"
55539,"KCNQ1DN"
55655,"NLRP2"
401251,"SAPCD1"
6447,"SCG5"
6992,"PPP1R11"
6046,"BRD2"
54893,"MTMR10"
10554,"AGPAT1"
51621,"KLF13"
8972,"MGAM"
23564,"DDAH2"
79792,"GSDMD"
3126,"HLA-DRB4"
284058,"KANSL1"
6348,"CCL3"
4585,"MUC4"
4689,"NCF4"
6349,"CCL3L1"
414062,"CCL3L3"
30834,"POLR1H"
220972,"MARCHF8"
6351,"CCL4"
346171,"ZFP57"
240,"ALOX5"
79168,"LILRA6"
5345,"SERPINF2"
2966,"GTF2H2"
728340,"GTF2H2C"
5816,"PVALB"
2794,"GNL1"
3792,"KEL"
148170,"CDC42EP5"
6890,"TAP1"
9437,"NCR1"
1066,"CES1"
23144,"ZC3H3"
65263,"PYCR3"
6992,"PPP1R11"
7726,"TRIM26"
115653,"KIR3DL3"
80737,"VWA7"
28973,"MRPS18B"
374819,"LRRC37A3"
80864,"EGFL8"
132001,"TAMM41"
3126,"HLA-DRB4"
1936,"EEF1D"
3811,"KIR3DL1"
7148,"TNXB"
200958,"MUC20"
26716,"OR2H1"
89870,"TRIM15"
1652,"DDT"
100037417,"DDTL"
197135,"PATL2"
140691,"TRIM69"
4049,"LTA"
780,"DDR1"
253018,"HCG27"
3800,"KIF5C"
284058,"KANSL1"
11270,"NRM"
4277,"MICB"
79897,"RPP21"
202658,"TRIM39-RPP21"
22932,"POMZP3"
2952,"GSTT1"
4585,"MUC4"
3804,"KIR2DL3"
7148,"TNXB"
162540,"SPPL2C"
11024,"LILRA1"
123036,"TC2N"
253018,"HCG27"
51326,"ARL17A"
286753,"TRARG1"
64359,"NXN"
9374,"PPT2"
30834,"POLR1H"
7531,"YWHAE"
2794,"GNL1"
105375355,"UPK3B"
2953,"GSTT2"
11026,"LILRA3"
28227,"PPP2R3B"
79168,"LILRA6"
29,"ABR"
199713,"NLRP7"
567,"B2M"
400916,"CHCHD10"
7920,"ABHD16A"
113878,"DTX2"
4905,"NSF"
3305,"HSPA1L"
80863,"PRRT1"
100037417,"DDTL"
26138,"LINC00588"
4320,"MMP11"
9656,"MDC1"
401250,"MCCD1"
10211,"FLOT1"
10990,"LILRB5"
90987,"ZNF251"
9020,"MAP3K14"
3120,"HLA-DQB2"
80864,"EGFL8"
653689,"GSTT2B"
80831,"APOL5"
3105,"HLA-A"
170954,"PPP1R18"
107987457,"LOC107987457"
3904,"LAIR2"
23543,"RBFOX2"
6941,"TCF19"
28227,"PPP2R3B"
64087,"MCCC2"
4758,"NEU1"
246744,"STH"
9374,"PPT2"
3109,"HLA-DMB"
1394,"CRHR1"
104909134,"LINC02210-CRHR1"
57819,"LSM2"
94059,"LENG9"
50945,"TBX22"
55655,"NLRP2"
3120,"HLA-DQB2"
730394,"GTF2H2C_2"
55780,"ERMARD"
80352,"RNF39"
401251,"SAPCD1"
717,"C2"
102724631,"POTEB3"
6890,"TAP1"
2515,"ADAM2"
10471,"PFDN6"
122258,"SPACA7"
170679,"PSORS1C1"
448831,"FRG2"
5987,"TRIM27"
3803,"KIR2DL2"
55722,"CEP72"
10426,"TUBGCP3"
115653,"KIR3DL3"
6941,"TCF19"
6550,"SLC9A3"
2821,"GPI"
4758,"NEU1"
3108,"HLA-DMA"
3904,"LAIR2"
2483,"FRG1"
10537,"UBD"
4050,"LTB"
4340,"MOG"
11006,"LILRB4"
112724,"RDH13"
56244,"BTNL2"
7407,"VARS1"
7407,"VARS1"
4050,"LTB"
51596,"CUTA"
717,"C2"
64090,"GAL3ST2"
129807,"NEU4"
9228,"DLGAP2"
374868,"ATP9B"
27164,"SALL3"
2055,"CLN8"
7917,"BAG6"
2204,"FCAR"
7473,"WNT3"
11006,"LILRB4"
3812,"KIR3DL2"
9710,"GARRE1"
401288,"LINC00242"
80069,"LINC00574"
6991,"DYNLT2"
29928,"TIMM22"
153562,"MARVELD2"
3116,"HLA-DPB2"
6048,"RNF5"
10919,"EHMT2"
4696,"NDUFA3"
11074,"TRIM31"
285093,"RTP5"
4849,"CNOT3"
57819,"LSM2"
5133,"PDCD1"
29113,"C6orf15"
6011,"GRK1"
55814,"BDP1"
55937,"APOM"
348013,"TMEM255B"
147798,"TMC4"
26716,"OR2H1"
8754,"ADAM9"
79165,"LENG1"
3303,"HSPA1A"
253018,"HCG27"
79042,"TSEN34"
29844,"TFPT"
80864,"EGFL8"
253018,"HCG27"
10107,"TRIM10"
26121,"PRPF31"
3305,"HSPA1L"
5987,"TRIM27"
79888,"LPCAT1"
203102,"ADAM32"
11025,"LILRB3"
107987462,"LOC107987462"
570,"BAAT"
6874,"TAF4"
3805,"KIR2DL4"
54886,"PLPPR1"
110599563,"LY6G6F-LY6G6D"
1002,"CDH4"
3135,"HLA-G"
112724,"RDH13"
401251,"SAPCD1"
203068,"TUBB"
8705,"B3GALT4"
199713,"NLRP7"
50854,"SNHG32"
8449,"DHX16"
81037,"CLPTM1L"
259197,"NCR3"
352962,"HLA-V"
84662,"GLIS2"
10665,"TSBP1"
9437,"NCR1"
79143,"MBOAT7"
3109,"HLA-DMB"
100506658,"OCLN"
114990,"VASN"
8449,"DHX16"
225689,"MAPK15"
100529144,"CORO7-PAM16"
4062,"LY6H"
8293,"SERF1A"
728492,"SERF1B"
56658,"TRIM39"
135644,"TRIM40"
284415,"VSTM1"
55655,"NLRP2"
23420,"NOMO1"
5796,"PTPRK"
2794,"GNL1"
147798,"TMC4"
286077,"FAM83H"
5542,"PRB1"
653247,"PRB2"
286122,"LINC02904"
7264,"GFUS"
57407,"NMRAL1"
259294,"TAS2R19"
5544,"PRB3"
202243,"CCDC125"
79042,"TSEN34"
4439,"MSH5"
6531,"SLC6A3"
4061,"LY6E"
3811,"KIR3DL1"
5696,"PSMB8"
50835,"TAS2R9"
5555,"PRH2"
6368,"CCL23"
6046,"BRD2"
79143,"MBOAT7"
3123,"HLA-DRB1"
3113,"HLA-DPA1"
50837,"TAS2R7"
5554,"PRH1"
11272,"PRR4"
6203,"RPS9"
3903,"LAIR1"
101060321,"TBC1D3G"
7917,"BAG6"
51206,"GP6"
50836,"TAS2R8"
50838,"TAS2R13"
102157402,"AK6"
5545,"PRB4"
22827,"PUF60"
3163,"HMOX2"
5554,"PRH1"
4439,"MSH5"
7148,"TNXB"
23564,"DDAH2"
50839,"TAS2R10"
126014,"OSCAR"
6606,"SMN1"
6607,"SMN2"
6360,"CCL16"
11056,"DDX52"
284415,"VSTM1"
79042,"TSEN34"
54700,"RRN3"
92259,"MRPS36"
9656,"MDC1"
8287,"USP9Y"
80352,"RNF39"
3134,"HLA-F"
3809,"KIR2DS4"
3133,"HLA-E"
6203,"RPS9"
102723859,"TBC1D3E"
6015,"RING1"
8870,"IER3"
63943,"FKBPL"
6222,"RPS18"
2794,"GNL1"
203068,"TUBB"
3115,"HLA-DPB1"
199,"AIF1"
7124,"TNF"
3105,"HLA-A"
11025,"LILRB3"
107987462,"LOC107987462"
6992,"PPP1R11"
80740,"LY6G6C"
11006,"LILRB4"
79897,"RPP21"
202658,"TRIM39-RPP21"
84311,"MRPL45"
135644,"TRIM40"
5073,"PARN"
80741,"LY6G5C"
10537,"UBD"
100507463,"PSMB8-AS1"
93100,"NAPRT"
3111,"HLA-DOA"
729873,"TBC1D3"
159162,"RBMY2FP"
3108,"HLA-DMA"
1192,"CLIC1"
3116,"HLA-DPB2"
259215,"LY6G6F"
9086,"EIF1AY"
51025,"PAM16"
26692,"OR2W1"
282890,"ZNF311"
177,"AGER"
9083,"BPY2"
31,"ACACA"
3139,"HLA-L"
3123,"HLA-DRB1"
286075,"ZNF707"
30834,"POLR1H"
80862,"ZNRD1ASP"
3122,"HLA-DRA"
9093,"DNAJA3"
2794,"GNL1"
9656,"MDC1"
135644,"TRIM40"
7940,"LST1"
11074,"TRIM31"
23,"ABCF1"
10919,"EHMT2"
100289087,"TSPY10"
8399,"PLA2G10"
89870,"TRIM15"
284415,"VSTM1"
629,"CFB"
4849,"CNOT3"
7258,"TSPY1"
2968,"GTF2H4"
29965,"CDIP1"
84948,"TIGD5"
9831,"ZNF623"
6203,"RPS9"
642475,"MROH6"
378949,"RBMY1D"
4696,"NDUFA3"
126014,"OSCAR"
123811,"CEP20"
23513,"SCRIB"
7920,"ABHD16A"
112724,"RDH13"
3904,"LAIR2"
29844,"TFPT"
4049,"LTA"
26121,"PRPF31"
3804,"KIR2DL3"
4795,"NFKBIL1"
11006,"LILRB4"
94059,"LENG9"
11027,"LILRA2"
79585,"CORO7"
159119,"HSFY2"
80739,"MPIG6B"
51206,"GP6"
387357,"THEMIS"
23042,"PDXDC1"
9082,"XKRY"
170680,"PSORS1C2"
3134,"HLA-F"
7407,"VARS1"
79168,"LILRA6"
23,"ABCF1"
2550,"GABBR1"
57348,"TTYH1"
8284,"KDM5D"
23564,"DDAH2"
80736,"SLC44A4"
9859,"CEP170"
645455,"CEP170P1"
29113,"C6orf15"
177,"AGER"
7124,"TNF"
5089,"PBX2"
11027,"LILRA2"
6222,"RPS18"
126014,"OSCAR"
1302,"COL11A2"
177,"AGER"
56658,"TRIM39"
89870,"TRIM15"
10288,"LILRB2"
114823,"LENG8"
80739,"MPIG6B"
86614,"HSFY1"
10000,"AKT3"
90655,"TGIF2LY"
159163,"RBMY1F"
199,"AIF1"
3805,"KIR2DL4"
3303,"HSPA1A"
7148,"TNXB"
3802,"KIR2DL1"
3105,"HLA-A"
11026,"LILRA3"
368,"ABCC6"
2550,"GABBR1"
9426,"CDY2A"
5616,"PRKY"
4849,"CNOT3"
9437,"NCR1"
442868,"BPY2C"
10806,"SDCCAG8"
57135,"DAZ4"
11025,"LILRB3"
107987462,"LOC107987462"
3139,"HLA-L"
10919,"EHMT2"
148170,"CDC42EP5"
23564,"DDAH2"
11024,"LILRA1"
3117,"HLA-DQA1"
221545,"C6orf136"
10554,"AGPAT1"
80742,"PRR3"
10990,"LILRB5"
80179,"MYO19"
6257,"RXRB"
10537,"UBD"
123803,"NTAN1"
7918,"GPANK1"
3304,"HSPA1B"
4855,"NOTCH4"
80863,"PRRT1"
10859,"LILRB1"
6891,"TAP2"
1460,"CSNK2B"
6293,"VPS52"
7920,"ABHD16A"
89927,"BMERB1"
30834,"POLR1H"
3113,"HLA-DPA1"
10990,"LILRB5"
51283,"BFAR"
6736,"SRY"
