"ID","Name","Gene_Target","entrez_id"
"DB00191","Phentermine","CYP3A4",1576
"DB00193","Tramadol","OPRM1",4988
"DB00193","Tramadol","SLC6A2",6530
"DB00193","Tramadol","SLC6A4",6532
"DB00193","Tramadol","HTR2C",3358
"DB00193","Tramadol","OPRK1",4986
"DB00193","Tramadol","OPRD1",4985
"DB00193","Tramadol","GRIN3A",116443
"DB00193","Tramadol","CHRNA7",1139
"DB00193","Tramadol","CHRM3",1131
"DB00193","Tramadol","CHRM1",1128
"DB00193","Tramadol","CYP2D6",1565
"DB00193","Tramadol","CYP3A4",1576
"DB00193","Tramadol","CYP2B6",1555
"DB00193","Tramadol","UGT1A1",54658
"DB00193","Tramadol","ABCB1",5243
"DB00194","Vidarabine","ADA",100
"DB00195","Betaxolol","ADRB1",153
"DB00195","Betaxolol","ADRB2",154
"DB00195","Betaxolol","CYP1A2",1544
"DB00195","Betaxolol","CYP2D6",1565
"DB00196","Fluconazole","CYP3A4",1576
"DB00196","Fluconazole","CYP2C9",1559
"DB00196","Fluconazole","CYP2C19",1557
"DB00196","Fluconazole","ABCB1",5243
"DB00198","Oseltamivir","CES1",1066
"DB00198","Oseltamivir","NEU1",4758
"DB00198","Oseltamivir","NEU2",4759
"DB00198","Oseltamivir","ABCC4",10257
"DB00198","Oseltamivir","SLC15A1",6564
"DB00198","Oseltamivir","SLC22A8",9376
"DB00199","Erythromycin","CYP3A4",1576
"DB00199","Erythromycin","CYP3A7",1551
"DB00199","Erythromycin","CYP3A5",1577
"DB00199","Erythromycin","SLCO1B3",28234
"DB00199","Erythromycin","ABCB11",8647
"DB00199","Erythromycin","ABCB1",5243
"DB00199","Erythromycin","SLCO1B1",10599
"DB00199","Erythromycin","ABCC2",1244
"DB00199","Erythromycin","SLCO1A2",6579
"DB00201","Caffeine","ADORA1",134
"DB00201","Caffeine","ADORA2A",135
"DB00201","Caffeine","PDE4B",5142
"DB00201","Caffeine","RYR1",6261
"DB00201","Caffeine","PDE1A",5136
"DB00201","Caffeine","PRKDC",5591
"DB00201","Caffeine","PIK3CD",5293
"DB00201","Caffeine","PIK3CA",5290
"DB00201","Caffeine","PIK3CB",5291
"DB00201","Caffeine","ITPR1",3708
"DB00201","Caffeine","ATM",472
"DB00201","Caffeine","CYP3A5",1577
"DB00201","Caffeine","CYP1A2",1544
"DB00201","Caffeine","CYP3A7",1551
"DB00201","Caffeine","CYP3A4",1576
"DB00201","Caffeine","CYP2E1",1571
"DB00201","Caffeine","CYP2C8",1558
"DB00201","Caffeine","CYP2C9",1559
"DB00201","Caffeine","CYP1A1",1543
"DB00201","Caffeine","CYP1B1",1545
"DB00201","Caffeine","CYP2D6",1565
"DB00201","Caffeine","ABCB1",5243
"DB00203","Sildenafil","PDE5A",8654
"DB00203","Sildenafil","PDE6G",5148
"DB00203","Sildenafil","PDE6H",5149
"DB00203","Sildenafil","CYP3A4",1576
"DB00203","Sildenafil","CYP3A5",1577
"DB00203","Sildenafil","CYP3A7",1551
"DB00203","Sildenafil","CYP2C9",1559
"DB00203","Sildenafil","CYP2C19",1557
"DB00203","Sildenafil","CYP2D6",1565
"DB00203","Sildenafil","CYP1A1",1543
"DB00203","Sildenafil","CYP2E1",1571
"DB00203","Sildenafil","ABCC4",10257
"DB00203","Sildenafil","ABCC5",10057
"DB00203","Sildenafil","ABCC10",89845
"DB00203","Sildenafil","SLCO1B1",10599
"DB00203","Sildenafil","ABCB1",5243
"DB00204","Dofetilide","KCNH2",3757
"DB00204","Dofetilide","KCNK2",3776
"DB00204","Dofetilide","KCNJ12",3768
"DB00204","Dofetilide","CYP3A4",1576
"DB00204","Dofetilide","SLC22A2",6582
"DB00205","Pyrimethamine","DHFR",1719
"DB00205","Pyrimethamine","HEXB",3074
"DB00205","Pyrimethamine","CYP2C8",1558
"DB00205","Pyrimethamine","SLC47A1",55244
"DB00205","Pyrimethamine","SLC47A2",146802
"DB00206","Reserpine","SLC18A2",6571
"DB00206","Reserpine","SLC18A1",6570
"DB00206","Reserpine","BIRC5",332
"DB00206","Reserpine","CYP3A5",1577
"DB00206","Reserpine","ABCB1",5243
"DB00206","Reserpine","SLC22A1",6580
"DB00206","Reserpine","ABCB11",8647
"DB00206","Reserpine","ABCC2",1244
"DB00206","Reserpine","SLC22A2",6582
"DB00206","Reserpine","SLCO1B1",10599
"DB00206","Reserpine","SLCO2B1",11309
"DB00207","Azithromycin","CYP3A4",1576
"DB00207","Azithromycin","ABCB1",5243
"DB00207","Azithromycin","ABCC2",1244
"DB00208","Ticlopidine","P2RY12",64805
"DB00208","Ticlopidine","CYP2C19",1557
"DB00208","Ticlopidine","CYP2D6",1565
"DB00208","Ticlopidine","CYP3A4",1576
"DB00208","Ticlopidine","MPO",4353
"DB00208","Ticlopidine","CYP2C9",1559
"DB00208","Ticlopidine","CYP2C8",1558
"DB00208","Ticlopidine","CYP1A2",1544
"DB00208","Ticlopidine","CYP1A1",1543
"DB00208","Ticlopidine","CYP2B6",1555
"DB00208","Ticlopidine","CYP2E1",1571
"DB00211","Midodrine","ADRA1A",148
"DB00211","Midodrine","ADRA1B",147
"DB00211","Midodrine","ADRA1D",146
"DB00211","Midodrine","CYP2D6",1565
"DB00211","Midodrine","SLC15A1",6564
"DB00213","Pantoprazole","ATP4A",495
"DB00213","Pantoprazole","DDAH1",23576
"DB00213","Pantoprazole","CYP2C19",1557
"DB00213","Pantoprazole","CYP3A4",1576
"DB00213","Pantoprazole","ABCB1",5243
"DB00213","Pantoprazole","ABCG2",9429
"DB00213","Pantoprazole","SLC22A8",9376
"DB00214","Torasemide","SLC12A1",6557
"DB00214","Torasemide","SLC12A2",6558
"DB00214","Torasemide","CYP2C8",1558
"DB00214","Torasemide","CYP2C9",1559
"DB00214","Torasemide","SLCO1B1",10599
"DB00214","Torasemide","ALB",213
"DB00215","Citalopram","SLC6A4",6532
"DB00215","Citalopram","HRH1",3269
"DB00215","Citalopram","CYP3A4",1576
"DB00215","Citalopram","CYP2C19",1557
"DB00215","Citalopram","CYP2D6",1565
"DB00215","Citalopram","CYP1A2",1544
"DB00215","Citalopram","ABCB1",5243
"DB00217","Bethanidine","ADRA2A",150
"DB00217","Bethanidine","KCNJ1",3758
"DB00217","Bethanidine","ADRB1",153
"DB00218","Moxifloxacin","TOP2A",7153
"DB00218","Moxifloxacin","CYP1A2",1544
"DB00220","Nelfinavir","CYP2B6",1555
"DB00220","Nelfinavir","CYP2C19",1557
"DB00220","Nelfinavir","CYP3A4",1576
"DB00220","Nelfinavir","CYP3A7",1551
"DB00220","Nelfinavir","CYP3A5",1577
"DB00220","Nelfinavir","CYP2D6",1565
"DB00220","Nelfinavir","UGT1A1",54658
"DB00220","Nelfinavir","CYP2C9",1559
"DB00220","Nelfinavir","ABCB1",5243
"DB00220","Nelfinavir","SLC22A1",6580
"DB00220","Nelfinavir","SLCO1A2",6579
"DB00220","Nelfinavir","ABCG2",9429
"DB00220","Nelfinavir","SLCO1B1",10599
"DB00220","Nelfinavir","SLCO1B3",28234
"DB00220","Nelfinavir","SLCO2B1",11309
"DB00220","Nelfinavir","ABCB11",8647
"DB00220","Nelfinavir","ALB",213
"DB00222","Glimepiride","KCNJ11",3767
"DB00222","Glimepiride","KCNJ1",3758
"DB00222","Glimepiride","ABCC8",6833
"DB00222","Glimepiride","CYP2C9",1559
"DB00222","Glimepiride","ABCB11",8647
"DB00224","Indinavir","CYP3A4",1576
"DB00224","Indinavir","CYP3A7",1551
"DB00224","Indinavir","CYP3A5",1577
"DB00224","Indinavir","CYP2D6",1565
"DB00224","Indinavir","UGT1A1",54658
"DB00224","Indinavir","ABCB1",5243
"DB00224","Indinavir","SLC22A1",6580
"DB00224","Indinavir","ABCC1",4363
"DB00224","Indinavir","SLCO1A2",6579
"DB00224","Indinavir","SLCO1B1",10599
"DB00224","Indinavir","ABCC2",1244
"DB00224","Indinavir","SLCO2B1",11309
"DB00224","Indinavir","ABCB11",8647
"DB00226","Guanadrel","SLC6A2",6530
"DB00227","Lovastatin","HMGCR",3156
"DB00227","Lovastatin","ITGAL",3683
"DB00227","Lovastatin","HDAC2",3066
"DB00227","Lovastatin","CYP3A4",1576
"DB00227","Lovastatin","CYP3A5",1577
"DB00227","Lovastatin","CYP3A7",1551
"DB00227","Lovastatin","PON3",5446
"DB00227","Lovastatin","CYP2C8",1558
"DB00227","Lovastatin","CYP2C9",1559
"DB00227","Lovastatin","CYP2D6",1565
"DB00227","Lovastatin","UGT1A1",54658
"DB00227","Lovastatin","UGT1A3",54659
"DB00227","Lovastatin","UGT2B7",7364
"DB00227","Lovastatin","ABCB1",5243
"DB00227","Lovastatin","SLCO1A2",6579
"DB00227","Lovastatin","SLCO1B1",10599
"DB00227","Lovastatin","ABCC2",1244
"DB00227","Lovastatin","ABCB11",8647
"DB00227","Lovastatin","ALB",213
"DB00228","Enflurane","GABRA1",2554
"DB00228","Enflurane","GLRA1",2741
"DB00228","Enflurane","KCNN4",3783
"DB00228","Enflurane","KCNA1",3736
"DB00228","Enflurane","ATP2C1",27032
"DB00228","Enflurane","GRIA1",2890
"DB00228","Enflurane","CYP2E1",1571
"DB00228","Enflurane","ALB",213
"DB00229","Cefotiam","SLC22A6",9356
"DB00229","Cefotiam","SLC22A8",9376
"DB00230","Pregabalin","CACNA2D1",781
"DB00230","Pregabalin","SLC1A1",6505
"DB00230","Pregabalin","SLC7A5",8140
"DB00231","Temazepam","GABRA1",2554
"DB00231","Temazepam","GABRA2",2555
"DB00231","Temazepam","GABRA3",2556
"DB00231","Temazepam","GABRA4",2557
"DB00231","Temazepam","GABRA5",2558
"DB00231","Temazepam","GABRA6",2559
"DB00231","Temazepam","GABRB1",2560
"DB00231","Temazepam","GABRB2",2561
"DB00231","Temazepam","GABRB3",2562
"DB00231","Temazepam","GABRG1",2565
"DB00231","Temazepam","GABRG2",2566
"DB00231","Temazepam","GABRG3",2567
"DB00231","Temazepam","GABRD",2563
"DB00231","Temazepam","GABRE",2564
"DB00231","Temazepam","GABRP",2568
"DB00231","Temazepam","GABRR1",2569
"DB00231","Temazepam","GABRR2",2570
"DB00231","Temazepam","GABRR3",200959
"DB00231","Temazepam","GABRQ",55879
"DB00231","Temazepam","TSPO",706
"DB00231","Temazepam","GABRA1",2554
"DB00231","Temazepam","CYP2C19",1557
"DB00231","Temazepam","CYP3A4",1576
"DB00231","Temazepam","CYP2B6",1555
"DB00231","Temazepam","CYP2C8",1558
"DB00231","Temazepam","CYP2C9",1559
"DB00232","Methyclothiazide","SLC12A1",6557
"DB00232","Methyclothiazide","CA1",759
"DB00232","Methyclothiazide","CA2",760
"DB00232","Methyclothiazide","CA4",762
"DB00233","Aminosalicylic Acid","MPO",4353
"DB00234","Reboxetine","SLC6A2",6530
"DB00234","Reboxetine","CYP3A4",1576
"DB00234","Reboxetine","CYP2D6",1565
"DB00234","Reboxetine","ABCB1",5243
"DB00235","Milrinone","PDE3A",5139
"DB00237","Butabarbital","GABRA1",2554
"DB00237","Butabarbital","CHRNA4",1137
"DB00237","Butabarbital","CHRNA7",1139
"DB00237","Butabarbital","GRIA2",2891
"DB00237","Butabarbital","GRIK2",2898
"DB00238","Nevirapine","CYP2B6",1555
"DB00238","Nevirapine","CYP3A4",1576
"DB00238","Nevirapine","CYP3A5",1577
"DB00238","Nevirapine","CYP2C9",1559
"DB00238","Nevirapine","CYP2A6",1548
"DB00238","Nevirapine","CYP2D6",1565
"DB00238","Nevirapine","CYP1A2",1544
"DB00238","Nevirapine","SLC22A1",6580
"DB00238","Nevirapine","ALB",213
"DB00239","Oxiconazole","NR1I2",8856
"DB00239","Oxiconazole","CYP3A4",1576
"DB00239","Oxiconazole","CYP2C19",1557
"DB00243","Ranolazine","CYP3A4",1576
"DB00243","Ranolazine","CYP2D6",1565
"DB00243","Ranolazine","ABCB11",8647
"DB00243","Ranolazine","ABCB1",5243
"DB00243","Ranolazine","ALB",213
"DB00243","Ranolazine","ORM1",5004
"DB00245","Benzatropine","CHRM1",1128
"DB00245","Benzatropine","SLC6A3",6531
"DB00245","Benzatropine","HRH1",3269
"DB00245","Benzatropine","SLC6A4",6532
"DB00245","Benzatropine","SLC6A2",6530
"DB00245","Benzatropine","CYP2C19",1557
"DB00245","Benzatropine","CYP2D6",1565
"DB00245","Benzatropine","ALB",213
"DB00246","Ziprasidone","DRD2",1813
"DB00246","Ziprasidone","DRD1",1812
"DB00246","Ziprasidone","DRD5",1816
"DB00246","Ziprasidone","HTR2A",3356
"DB00246","Ziprasidone","DRD3",1814
"DB00246","Ziprasidone","DRD4",1815
"DB00246","Ziprasidone","HTR1A",3350
"DB00246","Ziprasidone","HTR1B",3351
"DB00246","Ziprasidone","HTR1D",3352
"DB00246","Ziprasidone","HTR1E",3354
"DB00246","Ziprasidone","HTR2C",3358
"DB00246","Ziprasidone","HTR3A",3359
"DB00246","Ziprasidone","HTR6",3362
"DB00246","Ziprasidone","HTR7",3363
"DB00246","Ziprasidone","HRH1",3269
"DB00246","Ziprasidone","ADRA1A",148
"DB00246","Ziprasidone","ADRA1B",147
"DB00246","Ziprasidone","ADRA2A",150
"DB00246","Ziprasidone","ADRA2B",151
"DB00246","Ziprasidone","ADRA2C",152
"DB00246","Ziprasidone","CHRM1",1128
"DB00246","Ziprasidone","CHRM2",1129
"DB00246","Ziprasidone","CHRM3",1131
"DB00246","Ziprasidone","CHRM4",1132
"DB00246","Ziprasidone","CHRM5",1133
"DB00246","Ziprasidone","CYP3A4",1576
"DB00246","Ziprasidone","AOX1",316
"DB00247","Methysergide","HTR2B",3357
"DB00247","Methysergide","HTR2C",3358
"DB00247","Methysergide","HTR2A",3356
"DB00247","Methysergide","HTR1A",3350
"DB00247","Methysergide","HTR7",3363
"DB00247","Methysergide","HTR1B",3351
"DB00247","Methysergide","HTR1F",3355
"DB00247","Methysergide","HTR1E",3354
"DB00247","Methysergide","CYP3A4",1576
"DB00248","Cabergoline","DRD2",1813
"DB00248","Cabergoline","HTR2B",3357
"DB00248","Cabergoline","DRD3",1814
"DB00248","Cabergoline","HTR2A",3356
"DB00248","Cabergoline","ADRA2B",151
"DB00248","Cabergoline","HTR1D",3352
"DB00248","Cabergoline","DRD4",1815
"DB00248","Cabergoline","ADRA2A",150
"DB00248","Cabergoline","HTR1A",3350
"DB00248","Cabergoline","ADRA2C",152
"DB00248","Cabergoline","DRD5",1816
"DB00248","Cabergoline","DRD1",1812
"DB00248","Cabergoline","HTR1B",3351
"DB00248","Cabergoline","HTR2C",3358
"DB00248","Cabergoline","HTR7",3363
"DB00248","Cabergoline","ADRA1A",148
"DB00248","Cabergoline","ADRA1B",147
"DB00248","Cabergoline","ADRA1D",146
"DB00248","Cabergoline","ADRB1",153
"DB00248","Cabergoline","ADRB2",154
"DB00248","Cabergoline","DRD1",1812
"DB00248","Cabergoline","CYP3A4",1576
"DB00248","Cabergoline","ABCB1",5243
"DB00250","Dapsone","CYP3A5",1577
"DB00250","Dapsone","CYP3A4",1576
"DB00250","Dapsone","FMO3",2328
"DB00250","Dapsone","PTGS1",5742
"DB00250","Dapsone","PTGS2",5743
"DB00250","Dapsone","CYP2C8",1558
"DB00250","Dapsone","CYP2C19",1557
"DB00250","Dapsone","NAT2",10
"DB00250","Dapsone","CYP2C9",1559
"DB00250","Dapsone","CYP3A7",1551
"DB00250","Dapsone","CYP2E1",1571
"DB00250","Dapsone","MPO",4353
"DB00250","Dapsone","CYP2C18",1562
"DB00252","Phenytoin","SCN5A",6331
"DB00252","Phenytoin","SCN1A",6323
"DB00252","Phenytoin","NR1I2",8856
"DB00252","Phenytoin","SCN1B",6324
"DB00252","Phenytoin","SCN3A",6328
"DB00252","Phenytoin","CYP2C9",1559
"DB00252","Phenytoin","CYP2C19",1557
"DB00252","Phenytoin","CYP2C8",1558
"DB00252","Phenytoin","CYP2B6",1555
"DB00252","Phenytoin","CYP3A4",1576
"DB00252","Phenytoin","CYP2C18",1562
"DB00252","Phenytoin","CYP3A5",1577
"DB00252","Phenytoin","CYP3A7",1551
"DB00252","Phenytoin","CYP11B1",1584
"DB00252","Phenytoin","UGT1A1",54658
"DB00252","Phenytoin","UGT1A6",54578
"DB00252","Phenytoin","UGT1A9",54600
"DB00252","Phenytoin","CYP2D6",1565
"DB00252","Phenytoin","SLCO1C1",53919
"DB00252","Phenytoin","ABCB1",5243
"DB00252","Phenytoin","ABCC2",1244
"DB00252","Phenytoin","ALB",213
"DB00252","Phenytoin","SERPINA7",6906
"DB00254","Doxycycline","CYP3A4",1576
"DB00254","Doxycycline","SLC22A6",9356
"DB00254","Doxycycline","ABCB5",340273
"DB00257","Clotrimazole","CYP2C8",1558
"DB00257","Clotrimazole","CYP3A4",1576
"DB00257","Clotrimazole","CYP2B6",1555
"DB00257","Clotrimazole","CYP2D6",1565
"DB00257","Clotrimazole","CYP2A6",1548
"DB00257","Clotrimazole","CYP2C9",1559
"DB00257","Clotrimazole","CYP2E1",1571
"DB00257","Clotrimazole","CYP3A7",1551
"DB00257","Clotrimazole","ABCB1",5243
"DB00257","Clotrimazole","ABCB11",8647
"DB00257","Clotrimazole","SLCO1B1",10599
"DB00257","Clotrimazole","SLCO1B3",28234
"DB00259","Sulfanilamide","CYP2C19",1557
"DB00259","Sulfanilamide","CYP2D6",1565
"DB00259","Sulfanilamide","CYP2E1",1571
"DB00259","Sulfanilamide","CYP3A4",1576
"DB00260","Cycloserine","DDC",1644
"DB00260","Cycloserine","SLC36A2",153201
"DB00261","Anagrelide","PDE3A",5139
"DB00261","Anagrelide","CYP1A2",1544
"DB00263","Sulfisoxazole","CYP2C9",1559
"DB00264","Metoprolol","ADRB1",153
"DB00264","Metoprolol","ADRB2",154
"DB00264","Metoprolol","CYP2D6",1565
"DB00264","Metoprolol","CYP3A4",1576
"DB00264","Metoprolol","SLC22A2",6582
"DB00264","Metoprolol","ABCB1",5243
"DB00264","Metoprolol","ALB",213
"DB00266","Dicoumarol","VKORC1",79001
"DB00266","Dicoumarol","NQO1",1728
"DB00266","Dicoumarol","CRYZ",1429
"DB00266","Dicoumarol","CYP2C9",1559
"DB00266","Dicoumarol","ALB",213
"DB00268","Ropinirole","DRD3",1814
"DB00268","Ropinirole","DRD4",1815
"DB00268","Ropinirole","ADRA1A",148
"DB00268","Ropinirole","DRD2",1813
"DB00268","Ropinirole","CYP1A2",1544
"DB00270","Isradipine","CACNA1C",775
"DB00270","Isradipine","CACNA2D1",781
"DB00270","Isradipine","CACNB2",783
"DB00270","Isradipine","CACNA1H",8912
"DB00270","Isradipine","CACNA2D2",9254
"DB00270","Isradipine","CACNA1D",776
"DB00270","Isradipine","CACNA1S",779
"DB00270","Isradipine","CYP3A4",1576
"DB00270","Isradipine","ABCB11",8647
"DB00273","Topiramate","GABRA1",2554
"DB00273","Topiramate","SCN1A",6323
"DB00273","Topiramate","GRIK1",2897
"DB00273","Topiramate","CA2",760
"DB00273","Topiramate","CA4",762
"DB00273","Topiramate","GABRA1",2554
"DB00273","Topiramate","CA1",759
"DB00273","Topiramate","CA3",761
"DB00273","Topiramate","GRIA1",2890
"DB00273","Topiramate","CYP2C19",1557
"DB00273","Topiramate","CYP3A4",1576
"DB00274","Cefmetazole","SLC15A1",6564
"DB00274","Cefmetazole","SLC15A2",6565
"DB00274","Cefmetazole","ALB",213
"DB00275","Olmesartan","AGTR1",185
"DB00275","Olmesartan","ABCC2",1244
"DB00275","Olmesartan","SLCO1B3",28234
"DB00275","Olmesartan","SLCO1B1",10599
"DB00275","Olmesartan","ABCB11",8647
"DB00275","Olmesartan","ALB",213
"DB00277","Theophylline","ADORA1",134
"DB00277","Theophylline","ADORA2A",135
"DB00277","Theophylline","ADORA2B",136
"DB00277","Theophylline","PDE4B",5142
"DB00277","Theophylline","PDE5A",8654
"DB00277","Theophylline","PDE4A",5141
"DB00277","Theophylline","PDE3A",5139
"DB00277","Theophylline","HDAC2",3066
"DB00277","Theophylline","CPNE1",8904
"DB00277","Theophylline","HM13",81502
"DB00277","Theophylline","NOMO1",23420
"DB00277","Theophylline","PARP1",142
"DB00277","Theophylline","RIC3",79608
"DB00277","Theophylline","TTLL3",26140
"DB00277","Theophylline","CYP3A4",1576
"DB00277","Theophylline","CYP1A2",1544
"DB00277","Theophylline","ADA",100
"DB00277","Theophylline","CYP2E1",1571
"DB00277","Theophylline","CYP1A1",1543
"DB00277","Theophylline","CYP1B1",1545
"DB00277","Theophylline","CYP2C8",1558
"DB00277","Theophylline","CYP2D6",1565
"DB00277","Theophylline","SLC22A7",10864
"DB00278","Argatroban","F2",2147
"DB00278","Argatroban","CYP3A4",1576
"DB00278","Argatroban","CYP3A5",1577
"DB00280","Disopyramide","SCN5A",6331
"DB00280","Disopyramide","CHRM1",1128
"DB00280","Disopyramide","CHRM2",1129
"DB00280","Disopyramide","CHRM3",1131
"DB00280","Disopyramide","KCND2",3751
"DB00280","Disopyramide","KCND3",3752
"DB00280","Disopyramide","KCNH2",3757
"DB00280","Disopyramide","ORM2",5005
"DB00280","Disopyramide","CYP3A4",1576
"DB00280","Disopyramide","CYP1A2",1544
"DB00280","Disopyramide","SLC22A1",6580
"DB00280","Disopyramide","SLC22A2",6582
"DB00280","Disopyramide","ORM1",5004
"DB00281","Lidocaine","SCN10A",6336
"DB00281","Lidocaine","SCN9A",6335
"DB00281","Lidocaine","SCN5A",6331
"DB00281","Lidocaine","EGFR",1956
"DB00281","Lidocaine","SCN4A",6329
"DB00281","Lidocaine","ORM1",5004
"DB00281","Lidocaine","ORM2",5005
"DB00281","Lidocaine","CYP3A4",1576
"DB00281","Lidocaine","CYP2D6",1565
"DB00281","Lidocaine","CYP3A5",1577
